Rodada;Data;Horário;Time da casa;Time da casa.1;Time visitante;Time visitante.1;Sistema de jogo;Treinadores;Público;Resultado;Unnamed: 11;Unnamed: 12;REF_GESTAO
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
3;dom 23/05/10;11:00;;Internacional (8.);;São Paulo (14.);3-5-2;Ricardo Gomes;25.185;0:2;;;Juvenal Juvêncio (2006-2014)
4;qua 26/05/10;16:00;;São Paulo (11.);;Palmeiras (4.);3-5-2;Ricardo Gomes;15.522;1:0;;;Juvenal Juvêncio (2006-2014)
5;dom 30/05/10;11:00;;Guarani (12.);;São Paulo (8.);3-5-2;Ricardo Gomes;14.528;0:0;;;Juvenal Juvêncio (2006-2014)
6;qua 02/06/10;16:50;;Goiás (17.);;São Paulo (7.);4-4-2;Ricardo Gomes;15.592;2:1;;;Juvenal Juvêncio (2006-2014)
7;dom 06/06/10;11:00;;São Paulo (11.);;Grêmio (10.);3-5-2;Ricardo Gomes;14.408;3:1;;;Juvenal Juvêncio (2006-2014)
8;qua 14/07/10;14:30;;São Paulo (6.);;Avaí (12.);3-5-2;Ricardo Gomes;7.717;1:2;;;Juvenal Juvêncio (2006-2014)
9;sáb 17/07/10;13:30;;Vitória (16.);;São Paulo (9.);3-5-2;Ricardo Gomes;11.915;3:2;;;Juvenal Juvêncio (2006-2014)
10;qua 21/07/10;14:30;;São Paulo (12.);;Barueri (15.);3-5-2;Ricardo Gomes;9.646;1:1;;;Juvenal Juvêncio (2006-2014)
11;dom 25/07/10;11:00;;Santos (11.);;São Paulo (12.);4-4-2;Ricardo Gomes;9.367;1:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Semifinais - Jogos de ida;qua 28/07/10;21:50;;Internacional;;São Paulo;3-5-2;Ricardo Gomes;48.166;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
12;sáb 31/07/10;13:30;;São Paulo (14.);;Ceará (3.);4-4-2;Ricardo Gomes;11.793;2:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
semifinais - Jogos de volta;qui 05/08/10;21:50;;São Paulo;;Internacional;4-3-3 defensivo;Ricardo Gomes;57.113;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
13;dom 08/08/10;13:30;;Atlético-PR (15.);;São Paulo (9.);3-5-2;Sérgio Baresi;21.789;1:1;;;Juvenal Juvêncio (2006-2014)
14;dom 15/08/10;11:00;;São Paulo (12.);;Cruzeiro (6.);4-4-2;Sérgio Baresi;12.338;2:2;;;Juvenal Juvêncio (2006-2014)
15;dom 22/08/10;13:30;;Corinthians (2.);;São Paulo (13.);4-4-2;Sérgio Baresi;28.159;3:0;;;Juvenal Juvêncio (2006-2014)
16;qua 25/08/10;17:00;;São Paulo (15.);;Vasco da Gama (9.);4-4-2;Sérgio Baresi;10.563;0:0;;;Juvenal Juvêncio (2006-2014)
17;dom 29/08/10;13:30;;Fluminense (1.);;São Paulo (15.);3-5-2;Sérgio Baresi;30.505;2:2;;;Juvenal Juvêncio (2006-2014)
18;qui 02/09/10;16:00;;São Paulo (15.);;Atlético-GO (19.);4-4-2;Sérgio Baresi;9.364;2:1;;;Juvenal Juvêncio (2006-2014)
19;dom 05/09/10;13:30;;Atlético-MG (17.);;São Paulo (13.);4-4-2;Sérgio Baresi;11.120;2:3;;;Juvenal Juvêncio (2006-2014)
20;qua 08/09/10;17:00;;São Paulo (10.);;Flamengo (14.);4-4-2;Sérgio Baresi;14.389;2:0;;;Juvenal Juvêncio (2006-2014)
21;dom 12/09/10;11:00;;Botafogo (4.);;São Paulo (9.);4-4-2;Sérgio Baresi;28.414;2:0;;;Juvenal Juvêncio (2006-2014)
22;qui 16/09/10;16:00;;São Paulo (10.);;Internacional (6.);4-4-2;Sérgio Baresi;11.327;1:3;;;Juvenal Juvêncio (2006-2014)
23;dom 19/09/10;11:00;;Palmeiras (11.);;São Paulo (12.);3-5-2;Sérgio Baresi;15.011;0:2;;;Juvenal Juvêncio (2006-2014)
24;qua 22/09/10;14:30;;São Paulo (9.);;Guarani (11.);3-5-2;Sérgio Baresi;10.264;2:1;;;Juvenal Juvêncio (2006-2014)
25;sáb 25/09/10;13:30;;São Paulo (8.);;Goiás (19.);3-5-2;Sérgio Baresi;18.528;0:3;;;Juvenal Juvêncio (2006-2014)
26;qua 29/09/10;17:00;;Grêmio (10.);;São Paulo (9.);3-5-2;Sérgio Baresi;22.640;4:2;;;Juvenal Juvêncio (2006-2014)
27;sáb 02/10/10;16:00;;Avaí (16.);;São Paulo (11.);4-4-2;Sérgio Baresi;8.040;0:0;;;Juvenal Juvêncio (2006-2014)
28;qua 06/10/10;16:50;;São Paulo (11.);;Vitória (14.);4-4-2;Paulo César Carpegiani;14.374;2:0;;;Juvenal Juvêncio (2006-2014)
29;sáb 09/10/10;13:30;;Barueri (20.);;São Paulo (11.);4-4-2;Paulo César Carpegiani;12.968;2:3;;;Juvenal Juvêncio (2006-2014)
30;dom 17/10/10;14:30;;São Paulo (10.);;Santos (4.);4-4-2;Paulo César Carpegiani;23.791;4:3;;;Juvenal Juvêncio (2006-2014)
31;dom 24/10/10;12:00;;Ceará (12.);;São Paulo (9.);4-4-2;Paulo César Carpegiani;44.591;2:0;;;Juvenal Juvêncio (2006-2014)
32;qui 28/10/10;17:00;;São Paulo (9.);;Atlético-PR (7.);4-3-3 defensivo;Paulo César Carpegiani;16.480;2:1;;;Juvenal Juvêncio (2006-2014)
33;qua 03/11/10;18:50;;Cruzeiro (2.);;São Paulo (7.);4-3-3 defensivo;Paulo César Carpegiani;25.694;0:2;;;Juvenal Juvêncio (2006-2014)
34;dom 07/11/10;14:00;;São Paulo (7.);;Corinthians (2.);4-4-2;Paulo César Carpegiani;42.667;0:2;;;Juvenal Juvêncio (2006-2014)
35;dom 14/11/10;16:30;;Vasco da Gama (11.);;São Paulo (9.);4-4-2;Paulo César Carpegiani;5.674;1:1;;;Juvenal Juvêncio (2006-2014)
36;dom 21/11/10;14:00;;São Paulo (9.);;Fluminense (2.);4-4-2;Paulo César Carpegiani;14.410;1:4;;;Juvenal Juvêncio (2006-2014)
37;dom 28/11/10;14:00;;Atlético-GO (15.);;São Paulo (9.);3-5-2;Paulo César Carpegiani;27.938;1:1;;;Juvenal Juvêncio (2006-2014)
38;dom 05/12/10;14:00;;São Paulo (9.);;Atlético-MG (13.);4-4-2;Paulo César Carpegiani;9.782;4:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
1;dom 16/01/11;19:00;;Mogi Mirim;;São Paulo;?;Paulo César Carpegiani;;0:2;;;Juvenal Juvêncio (2006-2014)
2;qui 20/01/11;00:00;;São Paulo;;São Bernardo;?;Paulo César Carpegiani;;3:0;;;Juvenal Juvêncio (2006-2014)
3;sáb 22/01/11;21:30;;São Paulo;;Ponte Preta;?;Paulo César Carpegiani;;0:1;;;Juvenal Juvêncio (2006-2014)
4;qui 27/01/11;00:00;;Americana;;São Paulo;?;Paulo César Carpegiani;;3:4;;;Juvenal Juvêncio (2006-2014)
5;dom 30/01/11;19:00;;Santos;;São Paulo;?;Paulo César Carpegiani;9.334;2:0;;;Juvenal Juvêncio (2006-2014)
6;qui 03/02/11;21:30;;São Paulo;;Linense;?;Paulo César Carpegiani;;3:2;;;Juvenal Juvêncio (2006-2014)
7;dom 06/02/11;21:30;;Botafogo-SP;;São Paulo;?;Paulo César Carpegiani;6.701;2:1;;;Juvenal Juvêncio (2006-2014)
8;dom 13/02/11;19:00;;Portuguesa;;São Paulo;?;Paulo César Carpegiani;;2:3;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
1ª eliminatória;qui 17/02/11;00:00;;Treze;;São Paulo;?;Paulo César Carpegiani;12.350;0:3;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
9;sáb 19/02/11;20:30;;São Paulo;;Bragantino;?;Paulo César Carpegiani;;4:0;;;Juvenal Juvêncio (2006-2014)
10;dom 27/02/11;17:00;;São Paulo;;Palmeiras;?;Paulo César Carpegiani;;1:1;;;Juvenal Juvêncio (2006-2014)
11;sáb 05/03/11;19:30;;São Caetano;;São Paulo;?;Paulo César Carpegiani;;0:2;;;Juvenal Juvêncio (2006-2014)
12;qui 10/03/11;22:50;;São Paulo;;Ituano;?;Paulo César Carpegiani;;2:0;;;Juvenal Juvêncio (2006-2014)
13;dom 13/03/11;17:00;;São Paulo;;Santo André;?;Paulo César Carpegiani;;3:0;;;Juvenal Juvêncio (2006-2014)
14;dom 20/03/11;19:30;;Barueri;;São Paulo;?;Paulo César Carpegiani;;0:1;;;Juvenal Juvêncio (2006-2014)
15;qua 23/03/11;22:50;;Paulista;;São Paulo;?;Paulo César Carpegiani;;3:2;;;Juvenal Juvêncio (2006-2014)
16;dom 27/03/11;16:00;;São Paulo;;Corinthians;?;Paulo César Carpegiani;;2:1;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
2ª eliminatória - jogos de ida;qua 30/03/11;21:50;;Santa Cruz;;São Paulo;?;Paulo César Carpegiani;;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
17;dom 03/04/11;16:00;;São Paulo;;Mirassol;?;Paulo César Carpegiani;;1:0;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
2ª eliminatória - jogos de volta;qua 06/04/11;21:50;;São Paulo;;Santa Cruz;?;Paulo César Carpegiani;;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
18;dom 10/04/11;16:00;;Noroeste;;São Paulo;?;Paulo César Carpegiani;;1:4;;;Juvenal Juvêncio (2006-2014)
19;dom 17/04/11;16:00;;São Paulo;;Oeste;?;Paulo César Carpegiani;;1:1;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de ida;qua 20/04/11;21:50;;Goiás;;São Paulo;?;Paulo César Carpegiani;28.526;0:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
quartas de final;dom 24/04/11;16:00;;São Paulo;;Portuguesa;?;Paulo César Carpegiani;11.134;2:0;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de volta;qua 27/04/11;21:50;;São Paulo;;Goiás;?;Paulo César Carpegiani;34.544;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
semifinais;sáb 30/04/11;16:00;;São Paulo;;Santos;?;Paulo César Carpegiani;44.675;0:2;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
Quartas de final - Jogos de ida;qua 04/05/11;21:50;;São Paulo;;Avaí;?;Paulo César Carpegiani;;1:0;;;Juvenal Juvêncio (2006-2014)
quartas de final - Jogos de volta;qui 12/05/11;21:50;;Avaí;;São Paulo;?;Paulo César Carpegiani;;3:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
1;dom 22/05/11;13:30;;Fluminense (3.);;São Paulo (6.);4-5-1;Paulo César Carpegiani;5.732;0:2;;;Juvenal Juvêncio (2006-2014)
2;sáb 28/05/11;16:00;;São Paulo (4.);;Figueirense (8.);4-4-2;Paulo César Carpegiani;9.931;1:0;;;Juvenal Juvêncio (2006-2014)
3;qua 08/06/11;16:50;;Atlético-MG (1.);;São Paulo (3.);4-5-1;Paulo César Carpegiani;17.397;0:1;;;Juvenal Juvêncio (2006-2014)
4;sáb 11/06/11;13:30;;São Paulo (1.);;Grêmio (5.);4-5-1;Paulo César Carpegiani;14.681;3:1;;;Juvenal Juvêncio (2006-2014)
5;dom 19/06/11;11:00;;Ceará (15.);;São Paulo (1.);4-5-1;Paulo César Carpegiani;13.000;0:2;;;Juvenal Juvêncio (2006-2014)
6;dom 26/06/11;11:00;;Corinthians (3.);;São Paulo (1.);4-4-2;Paulo César Carpegiani;30.351;5:0;;;Juvenal Juvêncio (2006-2014)
7;qua 29/06/11;16:50;;São Paulo (1.);;Botafogo (4.);4-4-2;Paulo César Carpegiani;8.361;0:2;;;Juvenal Juvêncio (2006-2014)
8;qua 06/07/11;16:50;;Flamengo (6.);;São Paulo (2.);4-4-2;Paulo César Carpegiani;18.418;1:0;;;Juvenal Juvêncio (2006-2014)
9;sáb 09/07/11;13:30;;São Paulo (3.);;Cruzeiro (9.);4-5-1;;11.965;2:1;;;Juvenal Juvêncio (2006-2014)
10;dom 17/07/11;13:30;;Internacional (6.);;São Paulo (3.);4-5-1;Adilson Batista;11.800;0:3;;;Juvenal Juvêncio (2006-2014)
11;sáb 23/07/11;13:30;;São Paulo (2.);;Atlético-GO (17.);4-4-2;Adilson Batista;23.487;2:2;;;Juvenal Juvêncio (2006-2014)
12;qua 27/07/11;16:50;;Coritiba (14.);;São Paulo (2.);4-4-2;Adilson Batista;23.825;3:4;;;Juvenal Juvêncio (2006-2014)
13;dom 31/07/11;11:00;;São Paulo (2.);;Vasco da Gama (5.);4-4-2;Adilson Batista;23.309;0:2;;;Juvenal Juvêncio (2006-2014)
14;qui 04/08/11;16:00;;São Paulo (3.);;Bahia (15.);4-5-1;Adilson Batista;11.265;3:0;;;Juvenal Juvêncio (2006-2014)
15;dom 07/08/11;13:30;;Avaí (18.);;São Paulo (3.);4-5-1;Adilson Batista;10.246;1:2;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
2ª eliminatória - jogos de ida;qua 10/08/11;19:30;;Ceará;;São Paulo;4-5-1;Adilson Batista;;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
16;sáb 13/08/11;13:30;;São Paulo (3.);;Atlético-PR (19.);4-4-2;Adilson Batista;23.657;2:2;;;Juvenal Juvêncio (2006-2014)
17;qui 18/08/11;16:00;;América-MG (20.);;São Paulo (3.);4-4-2;Adilson Batista;2.636;1:1;;;Juvenal Juvêncio (2006-2014)
18;dom 21/08/11;11:00;;São Paulo (3.);;Palmeiras (6.);3-5-2;Adilson Batista;16.813;1:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
2ª eliminatória - jogos de volta;qua 24/08/11;21:50;;São Paulo;;Ceará;4-4-2;Adilson Batista;;3:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
19;dom 28/08/11;11:00;;Santos (14.);;São Paulo (3.);4-4-2;Adilson Batista;12.498;1:1;;;Juvenal Juvêncio (2006-2014)
20;qua 31/08/11;16:50;;São Paulo (3.);;Fluminense (11.);4-4-2;Adilson Batista;7.910;1:2;;;Juvenal Juvêncio (2006-2014)
21;sáb 03/09/11;13:00;;Figueirense (7.);;São Paulo (5.);4-5-1;Adilson Batista;12.263;1:2;;;Juvenal Juvêncio (2006-2014)
22;qua 07/09/11;11:00;;São Paulo (2.);;Atlético-MG (17.);4-5-1;Adilson Batista;60.514;2:1;;;Juvenal Juvêncio (2006-2014)
23;dom 11/09/11;13:00;;Grêmio (9.);;São Paulo (2.);4-5-1;Adilson Batista;25.741;1:0;;;Juvenal Juvêncio (2006-2014)
24;sáb 17/09/11;13:00;;São Paulo (3.);;Ceará (15.);4-5-1;Adilson Batista;22.581;4:0;;;Juvenal Juvêncio (2006-2014)
25;qua 21/09/11;16:50;;São Paulo (2.);;Corinthians (3.);4-5-1;Adilson Batista;44.950;0:0;;;Juvenal Juvêncio (2006-2014)
26;dom 25/09/11;11:00;;Botafogo (3.);;São Paulo (2.);4-5-1;Adilson Batista;26.026;2:2;;;Juvenal Juvêncio (2006-2014)
27;dom 02/10/11;11:00;;São Paulo (3.);;Flamengo (6.);4-4-2;Adilson Batista;63.871;1:2;;;Juvenal Juvêncio (2006-2014)
28;qua 05/10/11;16:50;;Cruzeiro (16.);;São Paulo (3.);4-4-2;Adilson Batista;9.944;3:3;;;Juvenal Juvêncio (2006-2014)
29;qua 12/10/11;11:00;;São Paulo (3.);;Internacional (7.);4-4-2;Adilson Batista;24.470;0:0;;;Juvenal Juvêncio (2006-2014)
30;dom 16/10/11;14:00;;Atlético-GO (13.);;São Paulo (4.);4-4-2;Adilson Batista;23.906;3:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de ida;qua 19/10/11;21:50;;São Paulo;;Libertad;4-4-2;;7.910;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
31;dom 23/10/11;12:00;;São Paulo (6.);;Coritiba (12.);4-4-2;;15.148;0:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de volta;qua 26/10/11;21:50;;Libertad;;São Paulo;?;Emerson Leão;;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
32;dom 30/10/11;13:00;;Vasco da Gama (1.);;São Paulo (6.);3-5-2;Emerson Leão;21.315;0:0;;;Juvenal Juvêncio (2006-2014)
33;sáb 05/11/11;16:00;;Bahia (15.);;São Paulo (7.);3-5-2;Emerson Leão;31.230;4:3;;;Juvenal Juvêncio (2006-2014)
34;sáb 12/11/11;16:00;;São Paulo (8.);;Avaí (19.);3-5-2;Emerson Leão;11.134;2:0;;;Juvenal Juvêncio (2006-2014)
35;qua 16/11/11;17:30;;Atlético-PR (18.);;São Paulo (7.);3-5-2;Emerson Leão;16.889;1:0;;;Juvenal Juvêncio (2006-2014)
36;sáb 19/11/11;16:00;;São Paulo (8.);;América-MG (19.);4-3-3 ofensivo;Emerson Leão;9.057;3:1;;;Juvenal Juvêncio (2006-2014)
37;dom 27/11/11;14:00;;Palmeiras (12.);;São Paulo (7.);4-3-3 defensivo;Emerson Leão;18.364;1:0;;;Juvenal Juvêncio (2006-2014)
38;dom 04/12/11;14:00;;São Paulo (8.);;Santos (10.);4-1-3-2;Emerson Leão;4.948;4:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
1;dom 22/01/12;19:00;;São Paulo;;Botafogo-SP;?;Emerson Leão;;4:0;;;Juvenal Juvêncio (2006-2014)
2;qua 25/01/12;21:30;;Oeste;;São Paulo;?;Emerson Leão;;2:3;;;Juvenal Juvêncio (2006-2014)
3;sáb 28/01/12;19:00;;São Paulo;;São Caetano;?;Emerson Leão;;2:1;;;Juvenal Juvêncio (2006-2014)
4;qui 02/02/12;21:30;;São Paulo;;Guarani;?;Emerson Leão;9.407;1:1;;;Juvenal Juvêncio (2006-2014)
5;dom 05/02/12;21:30;;Ponte Preta;;São Paulo;?;Emerson Leão;;1:3;;;Juvenal Juvêncio (2006-2014)
6;qui 09/02/12;23:50;;São Paulo;;Comercial-SP;?;Emerson Leão;;1:1;;;Juvenal Juvêncio (2006-2014)
7;dom 12/02/12;19:00;;Corinthians;;São Paulo;?;Emerson Leão;;1:0;;;Juvenal Juvêncio (2006-2014)
8;qui 16/02/12;21:30;;São Paulo;;Paulista;?;Emerson Leão;;3:1;;;Juvenal Juvêncio (2006-2014)
9;qui 23/02/12;00:00;;Bragantino;;São Paulo;?;Emerson Leão;;3:3;;;Juvenal Juvêncio (2006-2014)
