Rodada;Data;Horário;Time da casa;Time da casa.1;Time visitante;Time visitante.1;Sistema de jogo;Treinadores;Público;Resultado;Unnamed: 11;Unnamed: 12;REF_GESTAO
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Carlos Miguel Aidar (2014-2015)
Oitavas de final - Jogos de ida;qui 20/08/15;20:30;;São Paulo;;Ceará;?;Juan Carlos Osorio;12.992;1:2;;;Carlos Miguel Aidar (2014-2015)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Carlos Miguel Aidar (2014-2015)
20;dom 23/08/15;16:00;;Flamengo (13.);;São Paulo (6.);4-2-3-1;Juan Carlos Osorio;42.954;2:1;;;Carlos Miguel Aidar (2014-2015)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Carlos Miguel Aidar (2014-2015)
Oitavas de final - Jogos de volta;qua 26/08/15;18:30;;Ceará;;São Paulo;?;Juan Carlos Osorio;41.020;0:3;;;Carlos Miguel Aidar (2014-2015)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Carlos Miguel Aidar (2014-2015)
21;sáb 29/08/15;21:00;;São Paulo (6.);;Ponte Preta (12.);4-3-3 ofensivo;Juan Carlos Osorio;12.145;3:0;;;Carlos Miguel Aidar (2014-2015)
22;qua 02/09/15;19:30;;Joinville (19.);;São Paulo (5.);4-3-3 defensivo;Juan Carlos Osorio;13.064;0:0;;;Carlos Miguel Aidar (2014-2015)
23;sáb 05/09/15;19:30;;São Paulo (5.);;Internacional (11.);4-3-3 ofensivo;Juan Carlos Osorio;20.935;2:0;;;Carlos Miguel Aidar (2014-2015)
24;qua 09/09/15;22:00;;Santos (8.);;São Paulo (4.);4-3-3 defensivo;Juan Carlos Osorio;5.552;3:0;;;Carlos Miguel Aidar (2014-2015)
25;dom 13/09/15;16:00;;Grêmio (3.);;São Paulo (5.);4-1-4-1;Juan Carlos Osorio;44.227;1:2;;;Carlos Miguel Aidar (2014-2015)
26;qui 17/09/15;19:30;;São Paulo (5.);;Chapecoense (13.);4-2-3-1;Juan Carlos Osorio;16.502;0:0;;;Carlos Miguel Aidar (2014-2015)
27;dom 20/09/15;16:00;;Avaí (16.);;São Paulo (4.);4-3-3 ofensivo;Juan Carlos Osorio;9.579;2:1;;;Carlos Miguel Aidar (2014-2015)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Carlos Miguel Aidar (2014-2015)
Quartas de final - Jogos de ida;qua 23/09/15;21:00;;São Paulo;;Vasco da Gama;?;Juan Carlos Osorio;23.273;3:0;;;Carlos Miguel Aidar (2014-2015)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Carlos Miguel Aidar (2014-2015)
28;dom 27/09/15;16:00;;São Paulo (5.);;Palmeiras (4.);4-3-3 defensivo;Juan Carlos Osorio;25.047;1:1;;;Carlos Miguel Aidar (2014-2015)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Carlos Miguel Aidar (2014-2015)
quartas de final - Jogos de volta;qua 30/09/15;21:00;;Vasco da Gama;;São Paulo;?;Juan Carlos Osorio;6.237;1:1;;;Carlos Miguel Aidar (2014-2015)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Carlos Miguel Aidar (2014-2015)
29;sáb 03/10/15;21:00;;São Paulo (6.);;Atlético-PR (11.);4-3-3 ofensivo;Juan Carlos Osorio;11.066;1:0;;;Carlos Miguel Aidar (2014-2015)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
30;qua 14/10/15;22:00;;Fluminense (12.);;São Paulo (5.);4-3-3 defensivo;Doriva;8.357;2:0;;;Leco (2015-2020)
31;dom 18/10/15;16:00;;São Paulo (5.);;Vasco da Gama (19.);4-3-3 defensivo;Doriva;18.349;2:2;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
Semifinais - Jogos de ida;qua 21/10/15;22:00;;São Paulo;;Santos;?;Doriva;26.362;1:3;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
32;dom 25/10/15;17:00;;Coritiba (17.);;São Paulo (6.);4-3-3 defensivo;Doriva;15.002;1:2;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
semifinais - Jogos de volta;qua 28/10/15;23:00;;Santos;;São Paulo;?;Doriva;13.932;3:1;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
33;sáb 31/10/15;17:00;;São Paulo (5.);;Sport (7.);4-3-3 defensivo;Doriva;14.002;3:0;;;Leco (2015-2020)
34;dom 08/11/15;17:00;;Cruzeiro (10.);;São Paulo (5.);4-3-3 defensivo;Doriva;33.417;2:1;;;Leco (2015-2020)
35;qui 19/11/15;22:00;;São Paulo (5.);;Atlético-MG (2.);4-2-3-1;Milton Cruz;18.199;4:2;;;Leco (2015-2020)
36;dom 22/11/15;17:00;;Corinthians (1.);;São Paulo (4.);4-3-3 defensivo;Milton Cruz;44.976;6:1;;;Leco (2015-2020)
37;sáb 28/11/15;17:00;;São Paulo (4.);;Figueirense (16.);4-3-3 defensivo;Milton Cruz;20.034;3:2;;;Leco (2015-2020)
38;dom 06/12/15;17:00;;Goiás (19.);;São Paulo (4.);4-2-3-1;Milton Cruz;34.284;0:1;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
1;sáb 30/01/16;21:30;;RB Brasil;;São Paulo;?;Edgardo Bauza;5.606;1:1;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Play-Off 1ª mão;qua 03/02/16;21:45;;César Vallejo;;São Paulo;4-2-3-1;Edgardo Bauza;18.000;1:1;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
2;sáb 06/02/16;19:00;;São Paulo;;Água Santa;?;Edgardo Bauza;7.243;4:0;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Play-Off 2ª mão;qua 10/02/16;21:45;;São Paulo;;César Vallejo;4-2-3-1;Edgardo Bauza;32.567;1:0;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
4;dom 14/02/16;19:00;;Corinthians;;São Paulo;?;Edgardo Bauza;36.378;2:0;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Grupo 1;qua 17/02/16;19:30;;São Paulo;;The Strongest;4-2-3-1;Edgardo Bauza;27.168;0:1;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
5;dom 21/02/16;18:00;;São Paulo;;Rio Claro;?;Edgardo Bauza;7.576;1:0;;;Leco (2015-2020)
6;qua 24/02/16;20:30;;São Paulo;;Novorizontino;?;Edgardo Bauza;3.471;2:0;;;Leco (2015-2020)
7;sáb 27/02/16;20:30;;Ponte Preta;;São Paulo;?;Edgardo Bauza;5.288;1:0;;;Leco (2015-2020)
3;ter 01/03/16;21:30;;São Paulo;;Mogi Mirim;?;Edgardo Bauza;3.013;2:0;;;Leco (2015-2020)
8;sáb 05/03/16;17:00;;São Paulo;;São Bernardo;?;Edgardo Bauza;12.371;1:3;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Grupo 1;qui 10/03/16;19:30;;River Plate;;São Paulo;4-2-3-1;Edgardo Bauza;45.000;1:1;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
9;dom 13/03/16;12:00;;São Paulo;;Palmeiras;?;Edgardo Bauza;13.852;0:2;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Grupo 1;qua 16/03/16;19:30;;Trujillanos;;São Paulo;4-2-3-1;Edgardo Bauza;18.000;1:1;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
10;dom 20/03/16;17:00;;Ituano;;São Paulo;?;Edgardo Bauza;7.885;1:1;;;Leco (2015-2020)
11;qua 23/03/16;22:45;;São Paulo;;Botafogo-SP;?;Edgardo Bauza;3.118;1:0;;;Leco (2015-2020)
12;dom 27/03/16;18:30;;Santos;;São Paulo;?;Edgardo Bauza;6.239;1:1;;;Leco (2015-2020)
13;qua 30/03/16;19:30;;Linense;;São Paulo;?;Edgardo Bauza;10.510;1:1;;;Leco (2015-2020)
14;sáb 02/04/16;18:30;;São Paulo;;Oeste;?;Edgardo Bauza;10.052;2:1;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Grupo 1;ter 05/04/16;21:45;;São Paulo;;Trujillanos;4-2-3-1;Edgardo Bauza;18.561;6:0;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
15;dom 10/04/16;16:00;;São Bento;;São Paulo;?;Edgardo Bauza;7.681;1:0;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Grupo 1;qua 13/04/16;21:45;;São Paulo;;River Plate;4-2-3-1;Edgardo Bauza;51.342;2:1;;;Leco (2015-2020)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Leco (2015-2020)
quartas de final;dom 17/04/16;18:30;;GO Audax;;São Paulo;?;Edgardo Bauza;7.920;4:1;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Grupo 1;qui 21/04/16;21:45;;The Strongest;;São Paulo;4-1-4-1;Edgardo Bauza;20.000;1:1;;;Leco (2015-2020)
Oitavas de final - Jogos de ida;qui 28/04/16;21:45;;São Paulo;;Toluca;4-2-3-1;Edgardo Bauza;51.342;4:0;;;Leco (2015-2020)
Oitavas de final - Jogos de volta;qua 04/05/16;19:15;;Toluca;;São Paulo;4-2-3-1;Edgardo Bauza;10.000;3:1;;;Leco (2015-2020)
Quartas de final - Jogos de ida;qua 11/05/16;21:45;;São Paulo;;Atlético-MG;4-2-3-1;Edgardo Bauza;61.297;1:0;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
1;dom 15/05/16;11:00;;Botafogo (5.);;São Paulo (10.);4-2-3-1;Edgardo Bauza;5.465;0:1;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
quartas de final - Jogos de volta;qua 18/05/16;21:45;;Atlético-MG;;São Paulo;4-2-3-1;Edgardo Bauza;21.337;2:1;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
2;dom 22/05/16;16:00;;São Paulo (7.);;Internacional (12.);4-2-3-1;Edgardo Bauza;19.509;1:2;;;Leco (2015-2020)
3;qua 25/05/16;21:45;;Coritiba (9.);;São Paulo (11.);4-2-3-1;Edgardo Bauza;10.830;1:1;;;Leco (2015-2020)
4;dom 29/05/16;16:00;;São Paulo (11.);;Palmeiras (4.);4-2-3-1;Edgardo Bauza;21.016;1:0;;;Leco (2015-2020)
5;qua 01/06/16;21:45;;Figueirense (17.);;São Paulo (6.);4-2-3-1;Edgardo Bauza;5.834;1:0;;;Leco (2015-2020)
6;dom 05/06/16;18:30;;Cruzeiro (14.);;São Paulo (9.);4-2-3-1;Edgardo Bauza;18.905;0:1;;;Leco (2015-2020)
7;sáb 11/06/16;21:00;;São Paulo (7.);;Atlético-PR (14.);4-4-2 duplo 6;Edgardo Bauza;12.389;1:2;;;Leco (2015-2020)
8;qua 15/06/16;19:30;;São Paulo (9.);;Vitória (13.);4-4-2 duplo 6;Edgardo Bauza;9.213;2:0;;;Leco (2015-2020)
9;dom 19/06/16;16:00;;Flamengo (7.);;São Paulo (6.);4-3-1-2;Edgardo Bauza;27.233;2:2;;;Leco (2015-2020)
10;qui 23/06/16;21:00;;São Paulo (6.);;Sport (17.);4-2-3-1;Edgardo Bauza;11.145;0:0;;;Leco (2015-2020)
11;dom 26/06/16;16:00;;Santos (5.);;São Paulo (8.);4-4-2 duplo 6;Edgardo Bauza;19.748;3:0;;;Leco (2015-2020)
12;qua 29/06/16;21:45;;São Paulo (11.);;Fluminense (9.);4-2-3-1;Edgardo Bauza;10.323;2:1;;;Leco (2015-2020)
13;dom 03/07/16;16:00;;Ponte Preta (11.);;São Paulo (9.);?;Edgardo Bauza;5.551;1:0;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Semifinais - Jogos de ida;qua 06/07/16;21:45;;São Paulo;;Atl. Nacional;4-2-3-1;Edgardo Bauza;61.766;0:2;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
14;dom 10/07/16;16:00;;São Paulo (10.);;América-MG (20.);4-2-3-1;Edgardo Bauza;8.198;3:0;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
semifinais - Jogos de volta;qua 13/07/16;21:45;;Atl. Nacional;;São Paulo;4-4-2 duplo 6;Edgardo Bauza;44.739;2:1;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
15;dom 17/07/16;16:00;;Corinthians (2.);;São Paulo (8.);?;Edgardo Bauza;42.099;1:1;;;Leco (2015-2020)
16;dom 24/07/16;16:00;;Grêmio (3.);;São Paulo (9.);?;Edgardo Bauza;37.069;1:0;;;Leco (2015-2020)
17;dom 31/07/16;11:00;;São Paulo (9.);;Chapecoense (10.);4-2-3-1;Edgardo Bauza;54.996;2:2;;;Leco (2015-2020)
18;qua 03/08/16;19:30;;São Paulo (10.);;Atlético-MG (6.);?;Edgardo Bauza;15.717;1:2;;;Leco (2015-2020)
19;dom 07/08/16;16:15;;Santa Cruz (17.);;São Paulo (11.);?;André Jardine;12.705;1:2;;;Leco (2015-2020)
20;dom 14/08/16;16:15;;São Paulo (10.);;Botafogo (13.);?;André Jardine;14.399;0:1;;;Leco (2015-2020)
21;dom 21/08/16;19:00;;Internacional (15.);;São Paulo (12.);?;Ricardo Gomes;23.079;1:1;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
Oitavas de final - Jogos de ida;qua 24/08/16;20:45;;São Paulo;;Juventude;?;Ricardo Gomes;;1:2;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
22;dom 28/08/16;19:30;;São Paulo (12.);;Coritiba (14.);4-2-3-1;Ricardo Gomes;7.836;0:0;;;Leco (2015-2020)
23;qua 07/09/16;22:45;;Palmeiras (1.);;São Paulo (12.);4-3-3 defensivo;Ricardo Gomes;39.944;2:1;;;Leco (2015-2020)
24;dom 11/09/16;12:00;;São Paulo (14.);;Figueirense (17.);?;Ricardo Gomes;27.365;3:1;;;Leco (2015-2020)
25;qui 15/09/16;22:00;;São Paulo (12.);;Cruzeiro (15.);?;Ricardo Gomes;15.566;1:0;;;Leco (2015-2020)
26;dom 18/09/16;17:00;;Atlético-PR (10.);;São Paulo (12.);4-2-3-1;Ricardo Gomes;15.216;1:0;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
Oitavas de final - Jogos de volta;sex 23/09/16;18:30;;Juventude;;São Paulo;?;Ricardo Gomes;;0:1;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
27;dom 25/09/16;17:00;;Vitória (16.);;São Paulo (12.);4-2-3-1;Ricardo Gomes;5.651;2:0;;;Leco (2015-2020)
28;sáb 01/10/16;17:00;;São Paulo (12.);;Flamengo (2.);4-2-3-1;Ricardo Gomes;29.813;0:0;;;Leco (2015-2020)
29;qua 05/10/16;22:45;;Sport (15.);;São Paulo (14.);4-2-3-1;Ricardo Gomes;10.301;1:1;;;Leco (2015-2020)
30;qua 12/10/16;22:00;;São Paulo (13.);;Santos (4.);4-2-3-1;Ricardo Gomes;29.314;0:1;;;Leco (2015-2020)
31;seg 17/10/16;22:00;;Fluminense (6.);;São Paulo (14.);4-2-3-1;Ricardo Gomes;6.664;1:2;;;Leco (2015-2020)
32;sáb 22/10/16;19:00;;São Paulo (12.);;Ponte Preta (10.);4-2-3-1;Ricardo Gomes;49.673;2:0;;;Leco (2015-2020)
33;seg 31/10/16;20:00;;América-MG (19.);;São Paulo (11.);4-2-3-1;Ricardo Gomes;5.014;1:0;;;Leco (2015-2020)
34;sáb 05/11/16;19:30;;São Paulo (12.);;Corinthians (7.);4-2-3-1;Ricardo Gomes;53.781;4:0;;;Leco (2015-2020)
35;qui 17/11/16;19:30;;São Paulo (11.);;Grêmio (8.);4-2-3-1;Ricardo Gomes;21.933;1:1;;;Leco (2015-2020)
36;dom 20/11/16;19:30;;Chapecoense (10.);;São Paulo (12.);4-2-3-1;Ricardo Gomes;8.163;2:0;;;Leco (2015-2020)
37;dom 27/11/16;17:00;;Atlético-MG (4.);;São Paulo (14.);4-2-3-1;Pintado;8.901;1:2;;;Leco (2015-2020)
38;dom 11/12/16;17:00;;São Paulo (11.);;Santa Cruz (19.);4-2-3-1;Pintado;17.659;5:0;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
1;dom 05/02/17;19:00;;GO Audax;;São Paulo;?;Rogério Ceni;;4:2;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
1ª eliminatória;qui 09/02/17;22:30;;Moto Club;;São Paulo;?;Rogério Ceni;21.402;0:1;;;Leco (2015-2020)
